index,gender,medal,athlete,abb,type,year
3472,Women,Bronze,RUSSELL Julie,AUS,Athletics,1988
3473,Women,Gold,SOBOLEWSKA Halina,POL,Athletics,1988
3474,Women,Silver,CARLTON Kathryne Lynne,USA,Athletics,1988
3475,Women,Bronze,DAVIS Henrietta,JAM,Athletics,1988
3476,Women,Gold,RUBIN-ROSENBAUM Zipora,ISR,Athletics,1988
3477,Women,Silver,GRANT Sylvia,JAM,Athletics,1988
3478,Women,Bronze,MUNKER Elka,FRG,Athletics,1988
3479,Women,Gold,EDWARDS Susan,USA,Athletics,1988
3480,Women,Silver,GALLAGHER Lorraine,IRL,Athletics,1988
3481,Women,Bronze,WOFFINDEN Anne,GBR,Athletics,1988
3482,Women,Gold,PINTO Olga,POR,Athletics,1988
3483,Women,Silver,D'ANGELO Tracy,USA,Athletics,1988
3484,Women,Bronze,TAYLOR Kerry,GBR,Athletics,1988
3485,Women,Gold,PINTO Olga,POR,Athletics,1988
3486,Women,Silver,TAYLOR Kerry,GBR,Athletics,1988
3487,Women,Bronze,COSTA Emilia,POR,Athletics,1988
3488,Women,Gold,JOURAVLIOVA Raissa,URS,Athletics,1988
3489,Women,Silver,ULLMANN Mona,NOR,Athletics,1988
3490,Women,Bronze,OIKARAINEN Jaana,FIN,Athletics,1988
3491,Women,Gold,SCHWANGER Laura,USA,Athletics,1988
3492,Women,Silver,RUSSELL Julie,AUS,Athletics,1988
3493,Women,Bronze,DUNNE-FITZPATRICK Cathy,IRL,Athletics,1988
3494,Women,Gold,POLLET Marie-Line,BEL,Athletics,1988
3495,Women,Silver,CARLTON Kathryne Lynne,USA,Athletics,1988
3496,Women,Bronze,SOBOLEWSKA Halina,POL,Athletics,1988
3497,Women,Gold,PRIEUR Martine,FRA,Athletics,1988
3498,Women,Silver,GRANT Sylvia,JAM,Athletics,1988
3499,Women,Bronze,RUBIN-ROSENBAUM Zipora,ISR,Athletics,1988
3500,Men,Bronze,COUPRIE Philippe,FRA,Athletics,1988
3501,Men,Bronze,ALVES Joao,POR,Athletics,1988
3502,Women,Gold,PRIEUR Martine,FRA,Athletics,1988
3503,Men,Gold,DODSON Bart,USA,Athletics,1988
3504,Men,Gold,FURBISH William,USA,Athletics,1988
3505,Men,Gold,RAY Darrell,USA,Athletics,1988
3506,Men,Gold,WORTHINGTON Jeff,USA,Athletics,1988
3507,Men,Silver,CORDUKES Richard,AUS,Athletics,1988
3508,Men,Silver,DESANTO Michael,AUS,Athletics,1988
3509,Men,Silver,DUFTY Alan,AUS,Athletics,1988
3510,Men,Silver,VALLELONGA Vincenzo,AUS,Athletics,1988
3511,Men,Bronze,DE VIDI Alvise,ITA,Athletics,1988
3512,Men,Bronze,ADDARIS Carmelo,ITA,Athletics,1988
3513,Men,Bronze,MAISTO Gennaro,ITA,Athletics,1988
3514,Men,Bronze,ROSSI Rodolfo,ITA,Athletics,1988
3515,Men,Gold,LOWE Adrian,AUS,Athletics,1988
3516,Men,Gold,NUGENT Rodney,AUS,Athletics,1988
3517,Men,Gold,PARSONS Nigel,AUS,Athletics,1988
3518,Men,Gold,SMART Jason,AUS,Athletics,1988
3519,Men,Silver,QIN Zhongxing,CHN,Athletics,1988
3520,Men,Silver,QIU Xuewen,CHN,Athletics,1988
3521,Men,Silver,SUN Chang Ting,CHN,Athletics,1988
3522,Men,Silver,YANG Shaomin,CHN,Athletics,1988
3523,Men,Bronze,ALSUP Ronnie,USA,Athletics,1988
3524,Men,Bronze,BULOW Matthew,USA,Athletics,1988
3525,Men,Bronze,HOANG Rick,USA,Athletics,1988
3526,Men,Bronze,OEHLER Dennis,USA,Athletics,1988
3527,Men,Gold,HONG Duk Kwun,KOR,Athletics,1988
3528,Men,Gold,KANG Sung Kook,KOR,Athletics,1988
3529,Men,Gold,SON Hoon,KOR,Athletics,1988
3530,Men,Gold,SONG Soon Dal,KOR,Athletics,1988
3531,Men,Silver,DIETZ Thomas,USA,Athletics,1988
3532,Men,Silver,PITTMAN Keith,USA,Athletics,1988
3533,Men,Silver,ROW Scott,USA,Athletics,1988
3534,Men,Silver,TAYLOR Gregoy,USA,Athletics,1988
3535,Men,Bronze,CHAN Shing Chung,HKG,Athletics,1988
3536,Men,Bronze,CHAN Wai Hung,HKG,Athletics,1988
3537,Men,Bronze,CHANG Siu Hung,HKG,Athletics,1988
3538,Men,Bronze,CHEUNG Yiu Cheung,HKG,Athletics,1988
3539,Men,Gold,FIGL Robert,FRG,Athletics,1988
3540,Men,Gold,GOLOMBEK Gregor,FRG,Athletics,1988
3541,Men,Gold,MARKLEIN Errol,FRG,Athletics,1988
3542,Men,Gold,PETERSEN Wolfgang,FRG,Athletics,1988
3543,Men,Silver,HONG Duk,KOR,Athletics,1988
3544,Men,Silver,Ho,KOR,Athletics,1988
3545,Men,Silver,KIM Byung Woo,KOR,Athletics,1988
3546,Men,Silver,LEE Bong Ho,KOR,Athletics,1988
3547,Men,Silver,YU Min Ho,KOR,Athletics,1988
3548,Men,Bronze,COURTNEY Robert,USA,Athletics,1988
3549,Men,Bronze,EPPERSON Frank,USA,Athletics,1988
3550,Men,Bronze,GIBSON Bob,USA,Athletics,1988
3551,Men,Bronze,YILLA Abu,USA,Athletics,1988
3552,Men,Gold,DODSON Bart,USA,Athletics,1988
3553,Men,Gold,MONROE Russ,USA,Athletics,1988
3554,Men,Gold,WORTHINGTON Jeff,USA,Athletics,1988
3555,Men,Gold,YOUNG Dylan,USA,Athletics,1988
3556,Men,Silver,JOGGI Daniel,SUI,Athletics,1988
3557,Men,Silver,KUESCHALL Rainer,SUI,Athletics,1988
3558,Men,Silver,SCHMID Peter,SUI,Athletics,1988
3559,Men,Silver,WALTER Eric,SUI,Athletics,1988
3560,Men,Bronze,CORDUKES Richard,AUS,Athletics,1988
3561,Men,Bronze,DESANTO Michael,AUS,Athletics,1988
3562,Men,Bronze,DUFTY Alan,AUS,Athletics,1988
3563,Men,Bronze,VALLELONGA Vincenzo,AUS,Athletics,1988
3564,Men,Gold,FIGL Robert,FRG,Athletics,1988
3565,Men,Gold,GOLOMBEK Gregor,FRG,Athletics,1988
3566,Men,Gold,MARKLEIN Errol,FRG,Athletics,1988
3567,Men,Gold,PETERSEN Wolfgang,FRG,Athletics,1988
3568,Men,Silver,NIETLISPACH Franz,SUI,Athletics,1988
3569,Men,Silver,CAVICCHIA Vince,SUI,Athletics,1988
3570,Men,Silver,MULLER Guido,SUI,Athletics,1988
3571,Men,Silver,SCHEIDEGGER Urs,SUI,Athletics,1988
3572,Men,Bronze,HONG Duk,KOR,Athletics,1988
3573,Men,Bronze,Ho,KOR,Athletics,1988
3574,Men,Bronze,KIM Byung Woo,KOR,Athletics,1988
3575,Men,Bronze,LEE Bong Ho,KOR,Athletics,1988
3576,Men,Bronze,YU Hee Sang,KOR,Athletics,1988
3577,Men,Gold,LOWE Adrian,AUS,Athletics,1988
3578,Men,Gold,NUGENT Rodney,AUS,Athletics,1988
3579,Men,Gold,O'SULLIVAN Andrew,AUS,Athletics,1988
3580,Men,Gold,PARSONS Nigel,AUS,Athletics,1988
3581,Men,Silver,QIN Zhongxing,CHN,Athletics,1988
3582,Men,Silver,QIU Xuewen,CHN,Athletics,1988
3583,Men,Silver,SUN Chang Ting,CHN,Athletics,1988
3584,Men,Silver,WANG Hui Yun,CHN,Athletics,1988
3585,Men,Bronze,BERG Matthias,FRG,Athletics,1988
3586,Men,Bronze,BUCHIN Max,FRG,Athletics,1988
3587,Men,Bronze,HECKER Axel,FRG,Athletics,1988
3588,Men,Bronze,JOHANN Jurgen,FRG,Athletics,1988
3589,Men,Gold,FIGL Robert,FRG,Athletics,1988
3590,Men,Gold,GOLOMBEK Gregor,FRG,Athletics,1988
3591,Men,Gold,PETERSEN Wolfgang,FRG,Athletics,1988
3592,Men,Gold,WINFRIED Sigg,FRG,Athletics,1988
3593,Men,Silver,NIETLISPACH Franz,SUI,Athletics,1988
3594,Men,Silver,BERSET Jean-Marc,SUI,Athletics,1988
3595,Men,Silver,MULLER Guido,SUI,Athletics,1988
3596,Men,Silver,SCHEIDEGGER Urs,SUI,Athletics,1988
3597,Men,Bronze,CARPENTER Phil,USA,Athletics,1988
3598,Men,Bronze,COURTNEY Robert,USA,Athletics,1988
3599,Men,Bronze,IBARRA Rafael,USA,Athletics,1988
3600,Men,Bronze,TRIJILLO Mike,USA,Athletics,1988
3601,Women,Gold,PORCELLATO Francesca,ITA,Athletics,1988
3602,Women,Gold,BALSAMO Milena,ITA,Athletics,1988
3603,Women,Gold,BULLERI Sabrina,ITA,Athletics,1988
3604,Women,Gold,VARANO Tina,ITA,Athletics,1988
3605,Women,Silver,DRISCOLL Jean,USA,Athletics,1988
3606,Women,Silver,DURKIN Patricia,USA,Athletics,1988
3607,Women,Silver,GRAHAM Kristine,USA,Athletics,1988
3608,Women,Silver,RAMSEY Charla,USA,Athletics,1988
3609,Women,Bronze,WONG Mei Lan,HKG,Athletics,1988
3610,Women,Bronze,CHAN Kam Tim,HKG,Athletics,1988
3611,Women,Bronze,CHO Ping,HKG,Athletics,1988
3612,Women,Bronze,NG Kam Mui,HKG,Athletics,1988
3613,Women,Gold,DRISCOLL Jean,USA,Athletics,1988
3614,Women,Gold,CABLE-BROOKS Candace,USA,Athletics,1988
3615,Women,Gold,DURKIN Patricia,USA,Athletics,1988
3616,Women,Gold,ZAJAC Brenda,USA,Athletics,1988
3617,Women,Silver,GARCIA ESTRADA Dora Elia,MEX,Athletics,1988
3618,Women,Silver,CASTRO Araceli,MEX,Athletics,1988
3619,Women,Silver,SOTO Juana,MEX,Athletics,1988
3620,Women,Silver,VAZQUEZ Cecilia,MEX,Athletics,1988
3621,Women,Bronze,PORCELLATO Francesca,ITA,Athletics,1988
3622,Women,Bronze,BALSAMO Milena,ITA,Athletics,1988
3623,Women,Bronze,BULLERI Sabrina,ITA,Athletics,1988
3624,Women,Bronze,POZZOBON Cinzia,ITA,Athletics,1988
3625,Women,Gold,CABLE-BROOKS Candace,USA,Athletics,1988
3626,Women,Gold,RAMSEY Sherry Ann,USA,Athletics,1988
3627,Women,Gold,WALTERS Ann,USA,Athletics,1988
3628,Women,Gold,ZAJAC Brenda,USA,Athletics,1988
3629,Women,Silver,MCINTYRE Deahnne,AUS,Athletics,1988
3630,Women,Silver,RUSSELL Julie,AUS,Athletics,1988
3631,Women,Silver,JONES Meredith,AUS,Athletics,1988
3632,Women,Silver,MCLELLAN Yvette,AUS,Athletics,1988
3633,Women,Bronze,PORCELLATO Francesca,ITA,Athletics,1988
3634,Women,Bronze,BALSAMO Milena,ITA,Athletics,1988
3635,Women,Bronze,POZZOBON Cinzia,ITA,Athletics,1988
3636,Women,Bronze,VARANO Tina,ITA,Athletics,1988
3637,Mixed,Gold,BOLAND David,IRL,Athletics,1988
3638,Mixed,Gold,COSTELLO Martin,IRL,Athletics,1988
3639,Mixed,Gold,GALLAGHER Lorraine,IRL,Athletics,1988
3640,Mixed,Gold,JORDAN Darrin,IRL,Athletics,1988
3641,Mixed,Silver,OSBORN David,USA,Athletics,1988
3642,Mixed,Silver,JONAS Lee,USA,Athletics,1988
3643,Mixed,Silver,LAING Phillip,USA,Athletics,1988
3644,Mixed,Silver,RIVERA Rene,USA,Athletics,1988
3645,Mixed,Bronze,BONE Jamie,CAN,Athletics,1988
3646,Mixed,Bronze,LAVALLEE Andre,CAN,Athletics,1988
3647,Mixed,Bronze,MISCIAGNA Laura,CAN,Athletics,1988
3648,Mixed,Bronze,SEVERIN David,CAN,Athletics,1988
3649,Men,Gold,GAETANI Joe,USA,Athletics,1992
3650,Men,Silver,CHRISTEN Lukas,SUI,Athletics,1992
3651,Men,Bronze,BELITZ Gunther,GER,Athletics,1992
3652,Men,Gold,VOLPENTEST Tony,USA,Athletics,1992
3653,Men,Silver,OEHLER Dennis,USA,Athletics,1992
3654,Men,Bronze,FULLER Neil,AUS,Athletics,1992
3655,Men,Gold,ADEOYE Ajibola,NGR,Athletics,1992
3656,Men,Silver,COULTAS Nigel,GBR,Athletics,1992
3657,Men,Bronze,SVERRISSON Geir,ISL,Athletics,1992
3658,Men,Gold,DODSON Bart,USA,Athletics,1992
3659,Men,Silver,LUBBERING Hans,GER,Athletics,1992
3660,Men,Bronze,FORNI Giuseppe,SUI,Athletics,1992
3661,Men,Gold,NITZ Paul,USA,Athletics,1992
3662,Men,Silver,BEAUDOIN Andre,CAN,Athletics,1992
3663,Men,Bronze,RAMAGE Bradley,USA,Athletics,1992
3664,Men,Gold,HODGE Andrew,GBR,Athletics,1992
3665,Men,Silver,LINDSAY John,AUS,Athletics,1992
3666,Men,Bronze,HALLAM Chris,GBR,Athletics,1992
3667,Men,Gold,ISSORAT Claude,FRA,Athletics,1992
3668,Men,Silver,ERICSSON Hakan,SWE,Athletics,1992
3669,Men,Bronze,FIGL Robert,GER,Athletics,1992
3670,Men,Gold,SEVASTIANOV Sergei,EUN,Athletics,1992
3671,Men,Bronze,RODRIGUEZ Jose Manuel,ESP,Athletics,1992
3672,Men,Gold,PAZ Marcelino,ESP,Athletics,1992
3673,Men,Silver,TURRO Omar,CUB,Athletics,1992
3674,Men,Bronze,PYCH Miroslaw,POL,Athletics,1992
3675,Men,Gold,MANGANARO Aldo,ITA,Athletics,1992
3676,Men,Silver,MEHLMANN Uwe,GER,Athletics,1992
3677,Men,Bronze,CEPEDA Enrique,CUB,Athletics,1992
3678,Men,Gold,LARSON David,USA,Athletics,1992
3679,Men,Silver,DAVIS Ross,USA,Athletics,1992
3680,Men,Bronze,ZUPPANIC Joe,CAN,Athletics,1992
3681,Men,Gold,BANKS Larry,USA,Athletics,1992
3682,Men,Silver,HUGHES Paul,GBR,Athletics,1992
3683,Men,Bronze,ROMAGUERA Jaime,AUS,Athletics,1992
3684,Men,Gold,REGISTER Freeman,USA,Athletics,1992
3685,Men,Silver,KIM Du Chun,KOR,Athletics,1992
3686,Men,Bronze,STENBACK Eric,USA,Athletics,1992
3687,Men,Gold,HABER Peter,GER,Athletics,1992
3688,Men,Silver,KANG Sung Kook,KOR,Athletics,1992
3689,Men,Bronze,CHEUNG Yiu,HKG,Athletics,1992
3690,Men,Gold,BRUNO Frank,CAN,Athletics,1992
3691,Men,Silver,CHAN Shing Chung,HKG,Athletics,1992
3692,Men,Bronze,DIETZ Thomas,USA,Athletics,1992
3693,Men,Gold,GAETANI Joe,USA,Athletics,1992
3694,Men,Silver,CHRISTEN Lukas,SUI,Athletics,1992
3695,Men,Bronze,SCHAFFHAUSER Todd,USA,Athletics,1992
3696,Men,Gold,VOLPENTEST Tony,USA,Athletics,1992
3697,Men,Silver,FULLER Neil,AUS,Athletics,1992
3698,Men,Bronze,OEHLER Dennis,USA,Athletics,1992
3699,Men,Gold,SZLEZAK Jerzy,POL,Athletics,1992
3700,Men,Silver,BADENHORST Pieter,RSA,Athletics,1992
3701,Men,Bronze,WISNIEWSKI Jaroslaw,POL,Athletics,1992
3702,Men,Gold,ADEOYE Ajibola,NGR,Athletics,1992
3703,Men,Silver,COULTAS Nigel,GBR,Athletics,1992
3704,Men,Bronze,LOUW Neil,RSA,Athletics,1992
3705,Men,Gold,DODSON Bart,USA,Athletics,1992
3706,Men,Silver,FORNI Giuseppe,SUI,Athletics,1992
3707,Men,Bronze,LUBBERING Hans,GER,Athletics,1992
3708,Men,Gold,MEREDITH Shawn,USA,Athletics,1992
3709,Men,Silver,REELIE Richard,CAN,Athletics,1992
3710,Men,Bronze,BEAUDOIN Andre,CAN,Athletics,1992
3711,Men,Gold,LINDSAY John,AUS,Athletics,1992
3712,Men,Silver,QUESSY Marc,CAN,Athletics,1992
3713,Men,Bronze,GINGRAS Luke,CAN,Athletics,1992
3714,Men,Gold,ISSORAT Claude,FRA,Athletics,1992
3715,Men,Silver,ERICSSON Hakan,SWE,Athletics,1992
3716,Men,Bronze,FIGL Robert,GER,Athletics,1992
3717,Men,Gold,CONCEICAO Carlos,POR,Athletics,1992
3718,Men,Silver,REQUENA Julio,ESP,Athletics,1992
3719,Men,Bronze,COLLINS Darren,AUS,Athletics,1992
3720,Men,Gold,PAZ Marcelino,ESP,Athletics,1992
3721,Men,Silver,GEFFERS Ingo,GER,Athletics,1992
3722,Men,Bronze,TURRO Omar,CUB,Athletics,1992
3723,Men,Gold,MEHLMANN Uwe,GER,Athletics,1992
3724,Men,Silver,MANGANARO Aldo,ITA,Athletics,1992
3725,Men,Bronze,PEGRAM Brian,USA,Athletics,1992
3726,Men,Gold,LARSON David,USA,Athletics,1992
3727,Men,Silver,DAVIS Ross,USA,Athletics,1992
3728,Men,Bronze,RIDGWAY Christopher,USA,Athletics,1992
3729,Men,Gold,KIM Du Chun,KOR,Athletics,1992
3730,Men,Silver,STENBACK Eric,USA,Athletics,1992
3731,Men,Bronze,REGISTER Freeman,USA,Athletics,1992
3732,Men,Gold,HABER Peter,GER,Athletics,1992
3733,Men,Silver,KANG Sung Kook,KOR,Athletics,1992
3734,Men,Bronze,GUNNARSSON Haukur,ISL,Athletics,1992
3735,Men,Gold,BRUNO Frank,CAN,Athletics,1992
3736,Men,Silver,SON Hoon,KOR,Athletics,1992
3737,Men,Bronze,GONZALEZ Jose Manuel,ESP,Athletics,1992
3738,Men,Gold,LEMAR Joseph,USA,Athletics,1992
3739,Men,Silver,FULLER Neil,AUS,Athletics,1992
3740,Men,Bronze,BRAYE Stuart,GBR,Athletics,1992
3741,Men,Gold,BADENHORST Pieter,RSA,Athletics,1992
3742,Men,Silver,SZLEZAK Jerzy,POL,Athletics,1992
3743,Men,Bronze,TIESSEN Jeff,CAN,Athletics,1992
3744,Men,Gold,GERGES Patrice,FRA,Athletics,1992
3745,Men,Silver,COULTAS Nigel,GBR,Athletics,1992
3746,Men,Bronze,LOUW Neil,RSA,Athletics,1992
3747,Men,Gold,DODSON Bart,USA,Athletics,1992
3748,Men,Silver,LUBBERING Hans,GER,Athletics,1992
3749,Men,Bronze,KUESCHALL Rainer,SUI,Athletics,1992
3750,Men,Gold,REELIE Richard,CAN,Athletics,1992
3751,Men,Silver,DUYVESTIJN Theo,NED,Athletics,1992
3752,Men,Bronze,RAMAGE Bradley,USA,Athletics,1992
3753,Men,Gold,PILZ Markus,GER,Athletics,1992
3754,Men,Silver,QUESSY Marc,CAN,Athletics,1992
3755,Men,Bronze,LINDSAY John,AUS,Athletics,1992
3756,Men,Gold,NOE Michael,USA,Athletics,1992
3757,Men,Silver,ISSORAT Claude,FRA,Athletics,1992
3758,Men,Bronze,ERICSSON Hakan,SWE,Athletics,1992
3759,Men,Gold,CONCEICAO Carlos,POR,Athletics,1992
3760,Men,Silver,PUPO Oscar,CUB,Athletics,1992
3761,Men,Bronze,COLLINS Darren,AUS,Athletics,1992
3762,Men,Gold,TURRO Omar,CUB,Athletics,1992
3763,Men,Silver,SANCHEZ Jose Antonio,ESP,Athletics,1992
3764,Men,Bronze,GEFFERS Ingo,GER,Athletics,1992
3765,Men,Gold,CHEPEL Oleg,EUN,Athletics,1992
3766,Men,Silver,PEGRAM Brian,USA,Athletics,1992
3767,Men,Bronze,CARAYON Christophe,FRA,Athletics,1992
3768,Men,Gold,LARSON David,USA,Athletics,1992
3769,Men,Silver,DAVIS Ross,USA,Athletics,1992
3770,Men,Bronze,RIDGWAY Christopher,USA,Athletics,1992
3771,Men,Gold,KIM Du Chun,KOR,Athletics,1992
3772,Men,Silver,LAGASSE Michael,USA,Athletics,1992
3773,Men,Bronze,STENBACK Eric,USA,Athletics,1992
3774,Men,Gold,HABER Peter,GER,Athletics,1992
3775,Men,Silver,KANG Sung Kook,KOR,Athletics,1992
3776,Men,Bronze,MAHMOUD Ahmed Hassan,EGY,Athletics,1992
3777,Men,Gold,BRUNO Frank,CAN,Athletics,1992
3778,Men,Silver,SALMERON Javier,ESP,Athletics,1992
3779,Men,Bronze,GONZALEZ Jose Manuel,ESP,Athletics,1992
3780,Men,Gold,CONDE Javier,ESP,Athletics,1992
3781,Men,Silver,GERGES Patrice,FRA,Athletics,1992
3782,Men,Bronze,SILCHENCO Sergey,EUN,Athletics,1992
3783,Men,Gold,DODSON Bart,USA,Athletics,1992
3784,Men,Silver,KUESCHALL Rainer,SUI,Athletics,1992
3785,Men,Bronze,DE VIDI Alvise,ITA,Athletics,1992
3786,Men,Gold,REELIE Richard,CAN,Athletics,1992
3787,Men,Silver,KASTNER Johann,GER,Athletics,1992
3788,Men,Bronze,GEREIN Clayton,CAN,Athletics,1992
3789,Men,Gold,FREI Heinz,SUI,Athletics,1992
3790,Men,Silver,BERSET Jean-Marc,SUI,Athletics,1992
3791,Men,Bronze,GINGRAS Luke,CAN,Athletics,1992
3792,Men,Gold,HOLLONBECK Scot,USA,Athletics,1992
3793,Men,Silver,ADAMS Jeff,CAN,Athletics,1992
3794,Men,Bronze,JETER Cisco,USA,Athletics,1992
3795,Men,Gold,PUPO Oscar,CUB,Athletics,1992
3796,Men,Silver,MATTHEWS Robert,GBR,Athletics,1992
3797,Men,Bronze,DE ALMEIDA COELHO Paulo,POR,Athletics,1992
3798,Men,Gold,KIKOLSKI Waldemar,POL,Athletics,1992
3799,Men,Silver,SANCHEZ Jose Antonio,ESP,Athletics,1992
3800,Men,Bronze,THATCHER Noel,GBR,Athletics,1992
3801,Men,Gold,CARAYON Christophe,FRA,Athletics,1992
3802,Men,Silver,GOMEZ Said,PAN,Athletics,1992
3803,Men,Bronze,RICKARD Sam,AUS,Athletics,1992
3804,Men,Gold,LARSON David,USA,Athletics,1992
3805,Men,Silver,DAVIS Ross,USA,Athletics,1992
3806,Men,Bronze,RIDGWAY Christopher,USA,Athletics,1992
3807,Men,Gold,WROBEL Andrzej,POL,Athletics,1992
3808,Men,Silver,LEHIKOINEN Heikki,FIN,Athletics,1992
3809,Men,Bronze,NETHERCOTT John,GBR,Athletics,1992
3810,Men,Gold,CONDE Javier,ESP,Athletics,1992
3811,Men,Silver,SILCHENCO Sergey,EUN,Athletics,1992
3812,Men,Bronze,WU Yanjian,CHN,Athletics,1992
3813,Men,Gold,DODSON Bart,USA,Athletics,1992
3814,Men,Silver,KUESCHALL Rainer,SUI,Athletics,1992
3815,Men,Bronze,FORNI Giuseppe,SUI,Athletics,1992
3816,Men,Gold,DUYVESTIJN Theo,NED,Athletics,1992
3817,Men,Silver,REELIE Richard,CAN,Athletics,1992
3818,Men,Bronze,GEREIN Clayton,CAN,Athletics,1992
3819,Men,Gold,NOE Michael,USA,Athletics,1992
3820,Men,Silver,HOLLONBECK Scot,USA,Athletics,1992
3821,Men,Bronze,RE CALEGARI Marco,ITA,Athletics,1992
3822,Men,Gold,DE ALMEIDA COELHO Paulo,POR,Athletics,1992
3823,Men,Silver,LOEVAAS Terje,NOR,Athletics,1992
3824,Men,Bronze,MATTHEWS Robert,GBR,Athletics,1992
3825,Men,Gold,THATCHER Neol,GBR,Athletics,1992
3826,Men,Silver,KIKOLSKI Waldemar,POL,Athletics,1992
3827,Men,Bronze,SANCHEZ Jose Antonio,ESP,Athletics,1992
3828,Men,Gold,CARAYON Christophe,FRA,Athletics,1992
3829,Men,Silver,GOMEZ Said,PAN,Athletics,1992
3830,Men,Bronze,HAMILTON Anthony,GBR,Athletics,1992
3831,Men,Gold,NETHERCOTT John,GBR,Athletics,1992
3832,Men,Silver,LEHIKOINEN Heikki,FIN,Athletics,1992
3833,Men,Bronze,WROBEL Andrzej,POL,Athletics,1992
3834,Men,Gold,CONDE Javier,ESP,Athletics,1992
3835,Men,Silver,WU Yanjian,CHN,Athletics,1992
3836,Men,Bronze,MARIN Angel,ESP,Athletics,1992
3837,Men,Gold,DODSON Bart,USA,Athletics,1992
3838,Men,Silver,KUESCHALL Rainer,SUI,Athletics,1992
3839,Men,Bronze,KOEBERLE Heinrich,GER,Athletics,1992
3840,Men,Gold,GEREIN Clayton,CAN,Athletics,1992
3841,Men,Silver,KASTNER Johann,GER,Athletics,1992
3842,Men,Bronze,ETZLSTORFER Christoph,AUT,Athletics,1992
3843,Men,Gold,FREI Heinz,SUI,Athletics,1992
3844,Men,Silver,PILZ Markus,GER,Athletics,1992
3845,Men,Bronze,MASIELLO Enzo,ITA,Athletics,1992
3846,Men,Gold,MATTHEWS Robert,GBR,Athletics,1992
3847,Men,Silver,DE ALMEIDA COELHO Paulo,POR,Athletics,1992
3848,Men,Bronze,LOEVAAS Terje,NOR,Athletics,1992
3849,Men,Gold,RUIZ Mariano,ESP,Athletics,1992
3850,Men,Silver,KIKOLSKI Waldemar,POL,Athletics,1992
3851,Men,Bronze,PAVON Michel,FRA,Athletics,1992
3852,Men,Gold,GOMEZ Said,PAN,Athletics,1992
3853,Men,Silver,FARNELL Mark,GBR,Athletics,1992
3854,Men,Bronze,GUSEV Jari,FIN,Athletics,1992
3855,Men,Gold,GOVAERTS Benny,BEL,Athletics,1992
3856,Men,Silver,HOWE David,CAN,Athletics,1992
3857,Men,Bronze,LEHIKOINEN Heikki,FIN,Athletics,1992
3858,Men,Gold,CONDE Javier,ESP,Athletics,1992
3859,Men,Silver,MARIN Angel,ESP,Athletics,1992
3860,Men,Bronze,SILCHENCO Sergey,EUN,Athletics,1992
3861,Men,Gold,VIGER Andre,CAN,Athletics,1992
3862,Men,Silver,FREI Heinz,SUI,Athletics,1992
3863,Men,Bronze,PILZ Markus,GER,Athletics,1992
3864,Men,Gold,KOEBERLE Heinrich,GER,Athletics,1992
3865,Men,Silver,KUESCHALL Rainer,SUI,Athletics,1992
3866,Men,Bronze,FORNI Giuseppe,SUI,Athletics,1992
3867,Men,Gold,GEREIN Clayton,CAN,Athletics,1992
3868,Men,Silver,ETZLSTORFER Christoph,AUT,Athletics,1992
3869,Men,Bronze,SMITH Greg,AUS,Athletics,1992
3870,Men,Gold,FREI Heinz,SUI,Athletics,1992
3871,Men,Silver,ISSORAT Claude,FRA,Athletics,1992
3872,Men,Bronze,SCHABORT Jeddie,RSA,Athletics,1992
3873,Men,Gold,DURANTE Carlo,ITA,Athletics,1992
3874,Men,Silver,KIBUUKA Tofiri,NOR,Athletics,1992
3875,Men,Bronze,BROOKS Steve,CAN,Athletics,1992
3876,Men,Gold,BRUNT Stephen,GBR,Athletics,1992
3877,Men,Silver,ORTIZ Jose,ESP,Athletics,1992
3878,Men,Bronze,COLLET Paul,FRA,Athletics,1992
3879,Men,Gold,FARNELL Mark,GBR,Athletics,1992
3880,Men,Silver,SLUKA Anton,TCH,Athletics,1992
3881,Men,Bronze,PULKKINEN Timo,FIN,Athletics,1992
3882,Men,Gold,VELEZ Alejo,ESP,Athletics,1992
3883,Men,Silver,PRIETO Juan Carlos,ESP,Athletics,1992
3884,Men,Bronze,OTHMAN Mohamad,MAS,Athletics,1992
3885,Men,Gold,ORCUTT Jonathan,USA,Athletics,1992
3886,Men,Silver,BLIEY Enest,USA,Athletics,1992
3887,Men,Bronze,MEHLMANN Olaf,GER,Athletics,1992
3888,Men,Gold,BOLDT Arnold,CAN,Athletics,1992
3889,Men,Silver,SANTSCHI Hans,SUI,Athletics,1992
3890,Men,Bronze,SIEGL Andreas,AUT,Athletics,1992
3891,Men,Gold,ZHAO Ti,CHN,Athletics,1992
3892,Men,Silver,KURIS Alessandro,ITA,Athletics,1992
3893,Men,Bronze,HACKETT Michael,AUS,Athletics,1992
3894,Men,Gold,ZHAO Xue,CHN,Athletics,1992
3895,Men,Silver,YANG Shao,CHN,Athletics,1992
3896,Men,Bronze,JASTER Dana,USA,Athletics,1992
3897,Men,Gold,OZAKI Mineho,JPN,Athletics,1992
3898,Men,Silver,JUNG Yean Kil,KOR,Athletics,1992
3899,Men,Bronze,LATHAM Robert,GBR,Athletics,1992
3900,Men,Gold,HUANG Wentao,CHN,Athletics,1992
3901,Men,Silver,VIEDMA Juan,ESP,Athletics,1992
3902,Men,Bronze,TAKADA Koichi,JPN,Athletics,1992
